year,bid,irr_depth_pychamp,crop,irrig_method,yield_pychamp_bu
2012,b182,43.00242796,corn,1,2.19872466
2012,b183,0.0,corn,0,0.0
2012,b184,0.0,corn,0,0.0
2012,b185,43.00389122,corn,1,2.19876092
2012,b186,0.0,corn,0,0.0
2012,b187,43.38531538,corn,1,2.19978525
2012,b188,0.0,corn,0,0.0
2012,b189,0.0,corn,0,0.0
2012,b190,43.38635179,corn,1,2.19981082
2012,b191,25.80119206,others,1,0.70759398
2012,b192,0.0,others,0,0.21727252
2012,b193,0.0,others,0,0.21727252
2012,b194,42.84155915,corn,1,2.2084104
2012,b195,0.0,others,0,0.20049724
2012,b196,43.00192719,corn,1,2.19871225
2012,b197,43.00244538,corn,1,2.19872509
2012,b198,0.0,corn,0,0.0
2012,b199,0.0,corn,0,0.0
2012,b200,43.004784,corn,1,2.19878305
2012,b201,43.38482577,corn,1,2.19977317
2012,b202,0.0,others,0,0.19018512
2012,b203,43.60736477,corn,1,2.20447598
2012,b204,0.0,others,0,0.18927061
2012,b205,43.54378499,corn,1,2.20293367
2012,b206,43.39107614,corn,1,2.19992735
2012,b207,43.38992663,corn,1,2.199899
2012,b208,43.38695273,corn,1,2.19982565
2012,b209,0.0,corn,0,0.0
2012,b210,42.42050824,corn,1,2.213316
2012,b211,0.0,corn,0,0.0
2012,b212,0.0,others,0,0.23583325
2012,b213,0.0,others,0,0.21727252
2012,b214,42.78533141,corn,1,2.20707096
2012,b215,42.78582793,corn,1,2.20708282
2012,b216,42.78582434,corn,1,2.20708273
2012,b217,42.78594281,corn,1,2.20708556
2012,b218,42.78618945,corn,1,2.20709146
2012,b219,0.0,others,0,0.19868443
2012,b220,0.0,others,0,0.18835536
2012,b221,43.73053341,corn,1,2.20671708
2012,b222,0.0,corn,0,0.0
2012,b223,0.0,others,0,0.19868443
2012,b224,26.25213461,others,1,0.70618156
2012,b225,0.0,corn,0,0.0
2012,b226,0.0,corn,0,0.0
2012,b227,42.41578354,corn,1,2.21320633
2012,b228,42.78625153,corn,1,2.20709294
2012,b229,42.78576356,corn,1,2.20708128
2012,b230,42.78533794,corn,1,2.20707111
2012,b231,0.0,corn,0,0.0
2012,b232,0.0,others,0,0.19868443
2012,b233,0.0,corn,0,0.0
2012,b234,43.31326326,corn,1,2.20486
2012,b235,42.78629379,corn,1,2.20709395
2012,b236,43.3130341,corn,1,2.20485447
2012,b237,43.31716721,corn,1,2.20495419
2012,b238,0.0,corn,0,0.0
2012,b239,0.0,others,0,0.23583325
2012,b240,42.4200123,corn,1,2.21330449
2012,b241,42.41891438,corn,1,2.21327901
2012,b242,42.78674784,corn,1,2.2071048
2012,b243,42.78621103,corn,1,2.20709197
2012,b244,43.73156452,corn,1,2.20674175
2012,b245,42.78572822,corn,1,2.20708044
2012,b246,0.0,others,0,0.21727252
2012,b247,0.0,others,0,0.19868443
2012,b248,43.31577408,corn,1,2.20492058
2012,b249,0.0,others,0,0.23583325
2012,b250,0.0,others,0,0.23583325
2012,b251,42.42330634,corn,1,2.21338092
2012,b252,42.42299639,corn,1,2.21337373
2012,b253,42.79311106,corn,1,2.20725677
2012,b254,42.79244332,corn,1,2.20724083
2012,b255,42.78659244,corn,1,2.20710109
2012,b256,25.68066784,others,1,0.70658947
2012,b257,42.79150616,corn,1,2.20721845
2012,b258,0.0,others,0,0.21727252
2012,b259,0.0,corn,0,0.0
2012,b260,42.47840303,corn,1,2.21465516
2012,b261,0.0,others,0,0.23583325
2012,b262,0.0,others,0,0.23583325
2012,b263,42.42311731,corn,1,2.21337653
2012,b264,0.0,others,0,0.21727252
2012,b265,42.79324494,corn,1,2.20725997
2012,b266,25.7599147,others,1,0.70725132
2012,b267,42.78764383,corn,1,2.2071262
2012,b268,42.79294331,corn,1,2.20725276
2012,b269,42.79298821,corn,1,2.20725384
2012,b270,26.30257551,others,1,0.70660547
2012,b271,42.54992041,corn,1,2.22654287
2012,b272,0.0,others,0,0.24917721
2012,b273,0.0,corn,0,0.0
2012,b274,42.94069545,corn,1,2.22150609
2012,b275,0.0,others,0,0.23115066
2012,b276,0.0,others,0,0.23115066
2012,b277,42.94053908,corn,1,2.22150261
2012,b278,42.93818621,corn,1,2.2214502
2012,b279,0.0,others,0,0.20321084
2012,b280,0.0,others,0,0.24917721
2012,b281,42.55101797,corn,1,2.22656666
2012,b282,25.50282937,others,1,0.7138919
2012,b283,0.0,corn,0,0.0
2012,b284,0.0,corn,0,0.0
2012,b285,0.0,corn,0,0.0
2012,b286,42.935735,corn,1,2.22139559
2012,b287,42.99484615,corn,1,2.22270826
2012,b288,25.97890752,others,1,0.71278565
2012,b289,0.0,others,0,0.20321084
2012,b290,0.0,others,0,0.20321084
2012,b291,0.0,others,0,0.24917721
2012,b292,42.54894084,corn,1,2.22652164
2012,b293,42.5476759,corn,1,2.22649421
2012,b294,0.0,others,0,0.23115066
2012,b295,0.0,corn,0,0.0
2012,b296,0.0,others,0,0.23115066
2012,b297,42.9956525,corn,1,2.2227261
2012,b298,42.99549776,corn,1,2.22272268
2012,b299,0.0,corn,0,0.0
2012,b300,0.0,corn,0,0.0
2012,b301,0.0,corn,0,0.0
2012,b302,0.0,others,0,0.23115066
2012,b303,42.99644565,corn,1,2.22274365
2012,b304,42.99627728,corn,1,2.22273993
2012,b305,43.57223404,corn,1,2.21451288
2012,b306,0.0,others,0,0.23874907
2012,b307,25.80182309,others,1,0.71342508
2012,b308,42.81985886,corn,1,2.22458021
2012,b309,25.79870225,others,1,0.71340112
2012,b310,0.0,corn,0,0.0
2012,b311,0.0,corn,0,0.0
2012,b312,0.0,others,0,0.23874907
2012,b313,0.0,others,0,0.21756972
2012,b314,0.0,others,0,0.21756972
2012,b315,42.83241419,corn,1,2.22485509
2012,b316,0.0,others,0,0.23874907
2012,b317,42.82737248,corn,1,2.22474476
2012,b318,42.8272031,corn,1,2.22474105
2012,b319,0.0,others,0,0.21756972
2012,b320,0.0,others,0,0.21756972
2012,b321,42.83363127,corn,1,2.22488171
2012,b322,42.83276685,corn,1,2.2248628
2012,b323,0.0,others,0,0.23874907
2012,b324,0.0,others,0,0.23874907
2012,b325,43.31646596,corn,1,2.21962103
2012,b326,43.31221063,corn,1,2.2195253
2012,b327,0.0,corn,0,0.0
2012,b328,42.83390778,corn,1,2.22488776
2012,b329,0.0,corn,0,0.0
2012,b330,0.0,others,0,0.23874907
2012,b331,43.31991781,corn,1,2.21969864
2012,b332,43.31986235,corn,1,2.21969739
2012,b333,0.0,others,0,0.22997669
2012,b334,0.0,others,0,0.22997669
2012,b335,0.0,others,0,0.21816385
2012,b336,26.37397542,others,1,0.71243676
2013,b1,0.0,others,0,0.56981456
2013,b2,17.39049552,others,1,0.74417196
2013,b3,0.0,others,0,0.56981456
2013,b4,27.95593254,corn,1,2.21134403
2013,b5,0.0,others,0,0.56249582
2013,b6,0.0,others,0,0.56981456
2013,b7,27.95106813,corn,1,2.21123005
2013,b8,0.0,others,0,0.56981456
2013,b9,27.95839105,corn,1,2.21140162
2013,b10,0.0,others,0,0.56249582
2013,b11,0.0,others,0,0.56249582
2013,b12,0.0,corn,0,0.54162601
2013,b13,0.0,corn,0,0.54162601
2013,b14,0.0,others,0,0.56981456
2013,b15,0.0,others,0,0.56249582
2013,b16,0.0,others,0,0.56249582
2013,b17,0.0,corn,0,0.51850454
2013,b18,0.0,others,0,0.56565037
2013,b19,27.93208643,corn,1,2.18807692
2013,b20,0.0,others,0,0.55359192
2013,b21,27.94801276,corn,1,2.2054565
2013,b22,0.0,corn,0,0.51850454
2013,b23,0.0,corn,0,0.51850454
2013,b24,0.0,corn,0,0.51850454
2013,b25,0.0,others,0,0.55359192
2013,b26,0.0,others,0,0.55359192
2013,b27,27.95030064,corn,1,2.20551157
2013,b28,27.95030064,corn,1,2.20551157
2013,b29,0.0,corn,0,0.51850454
2013,b30,27.93840224,corn,1,2.20522506
2013,b31,27.93888266,corn,1,2.18825273
2013,b32,27.94476651,corn,1,2.18840484
2013,b33,0.0,corn,0,0.45218139
2013,b34,0.0,others,0,0.55359192
2013,b35,18.01661023,others,1,0.7414422
2013,b36,27.92543961,corn,1,2.17272327
2013,b37,0.0,others,0,0.54318809
2013,b38,0.0,others,0,0.54318809
2013,b39,27.98363244,corn,1,2.17431187
2013,b40,0.0,others,0,0.54318809
2013,b41,0.0,corn,0,0.45218139
2013,b42,0.0,others,0,0.55359192
2013,b43,17.36159395,others,1,0.74114004
2013,b44,0.0,others,0,0.55359192
2013,b45,0.0,others,0,0.54318809
2013,b46,0.0,others,0,0.54318809
2013,b47,0.0,others,0,0.54318809
2013,b48,0.0,others,0,0.54318809
2013,b49,27.9264015,corn,1,2.1727496
2013,b50,0.0,others,0,0.54318809
2013,b51,0.0,others,0,0.52621132
2013,b52,0.0,others,0,0.52621132
2013,b53,27.96201309,corn,1,2.18677792
2013,b54,0.0,others,0,0.55214802
2013,b55,0.0,others,0,0.55214802
2013,b56,27.95030064,corn,1,2.18647314
2013,b57,17.86902392,others,1,0.73974506
2013,b58,27.9546595,corn,1,2.16493467
2013,b59,0.0,others,0,0.53741652
2013,b60,17.93714456,others,1,0.74000874
2013,b61,27.95492062,corn,1,2.16494201
2013,b62,27.98593968,corn,1,2.16581249
2013,b63,0.0,others,0,0.52698014
2013,b64,27.97862856,corn,1,2.18720968
2013,b65,0.0,others,0,0.55214802
2013,b66,0.0,others,0,0.55214802
2013,b67,0.0,corn,0,0.44429971
2013,b68,17.8837998,others,1,0.73980258
2013,b69,27.9693244,corn,1,2.16534653
2013,b70,0.0,others,0,0.53741652
2013,b71,27.9284591,corn,1,2.16419745
2013,b72,27.93332381,corn,1,2.16433447
2013,b73,17.95767919,others,1,0.74008747
2013,b74,0.0,others,0,0.52698014
2013,b75,0.0,others,0,0.52698014
2013,b76,27.94590163,corn,1,2.18635857
2013,b77,27.95104211,corn,1,2.18649244
2013,b78,17.27935586,others,1,0.74054677
2013,b79,27.9530209,corn,1,2.18654396
2013,b80,27.96427247,corn,1,2.16520471
2013,b81,27.96447977,corn,1,2.16521053
2013,b82,27.92602656,corn,1,2.16412892
2013,b83,27.96102885,corn,1,2.16511362
2013,b84,0.0,corn,0,0.36456883
2013,b85,27.95406155,corn,1,2.16491787
2013,b86,0.0,others,0,0.52698014
2013,b87,27.97682831,corn,1,2.18716294
2013,b88,17.27935586,others,1,0.74054677
2013,b89,17.27935586,others,1,0.74054677
2013,b90,27.94754516,corn,1,2.18640138
2013,b91,17.86902392,others,1,0.73974506
2013,b92,27.94563166,corn,1,2.16468085
2013,b93,27.96659079,corn,1,2.1652698
2013,b94,27.93715194,corn,1,2.16444225
2013,b95,0.0,corn,0,0.36456883
2013,b96,27.92031017,corn,1,2.1639678
2013,b97,27.94617707,corn,1,2.17627995
2013,b98,27.95773537,corn,1,2.17659226
2013,b99,27.96033515,corn,1,2.17666245
2013,b100,27.96139308,corn,1,2.17669101
2013,b101,27.94013427,corn,1,2.16982618
2013,b102,27.93474946,corn,1,2.16967727
2013,b103,0.0,others,0,0.54096341
2013,b104,17.72594568,others,1,0.7399271
2013,b105,27.9563838,corn,1,2.17027511
2013,b106,27.95034508,corn,1,2.17010836
2013,b107,0.0,others,0,0.53289337
2013,b108,0.0,others,0,0.53289337
2013,b109,27.95913714,corn,1,2.17663011
2013,b110,27.9576035,corn,1,2.17658869
2013,b111,27.94150724,corn,1,2.17615367
2013,b112,27.9414336,corn,1,2.17615168
2013,b113,0.0,others,0,0.54096341
2013,b114,27.94000627,corn,1,2.16982264
2013,b115,27.96202261,corn,1,2.17043073
2013,b116,27.95790261,corn,1,2.17031703
2013,b117,17.72594568,others,1,0.7399271
2013,b118,18.32033248,others,1,0.7405504
2013,b119,27.9599652,corn,1,2.17665247
2013,b120,27.95841104,corn,1,2.1766105
2013,b121,17.66038163,others,1,0.74055059
2013,b122,27.96463417,corn,1,2.1767785
2013,b123,17.66179087,others,1,0.73967775
2013,b124,0.0,others,0,0.54096341
2013,b125,27.96355248,corn,1,2.17047294
2013,b126,27.95953211,corn,1,2.17036201
2013,b127,27.92100868,corn,1,2.16929692
2013,b128,27.95030064,corn,1,2.15798974
2013,b129,0.0,others,0,0.54521687
2013,b130,0.0,corn,0,0.40663479
2013,b131,27.96381458,corn,1,2.17675638
2013,b132,27.96397684,corn,1,2.17676076
2013,b133,17.66732094,others,1,0.73969938
2013,b134,27.94122904,corn,1,2.16985645
2013,b135,0.0,others,0,0.54096341
2013,b136,27.96129278,corn,1,2.17041059
2013,b137,27.95731861,corn,1,2.17030091
2013,b138,27.95030064,corn,1,2.15798974
2013,b139,0.0,corn,0,0.34032545
2013,b140,27.96171914,corn,1,2.17669982
2013,b141,17.66038163,others,1,0.74055059
2013,b142,27.96257506,corn,1,2.17672292
2013,b143,17.6533348,others,1,0.74052433
2013,b144,27.9637568,corn,1,2.17047858
2013,b145,27.94152019,corn,1,2.1698645
2013,b146,27.93969458,corn,1,2.16981403
2013,b147,27.9629116,corn,1,2.17045526
2013,b148,27.96285665,corn,1,2.17045374
2013,b149,27.92109523,corn,1,2.16929932
2013,b150,27.95030064,corn,1,2.15798974
2013,b151,27.95030064,corn,1,2.15798974
2013,b152,27.94522395,corn,1,2.17544189
2013,b153,17.83380296,others,1,0.74107605
2013,b154,0.0,others,0,0.54466456
2013,b155,17.83380296,others,1,0.74107605
2013,b156,27.96056268,corn,1,2.17149217
2013,b157,27.96041254,corn,1,2.17148804
2013,b158,27.96021921,corn,1,2.17148273
2013,b159,0.0,others,0,0.54170629
2013,b160,27.93077926,corn,1,2.17067224
2013,b161,27.96347069,corn,1,2.17047068
2013,b162,27.96614554,corn,1,2.17054447
2013,b163,27.95795846,corn,1,2.17578698
2013,b164,27.92520831,corn,1,2.17489864
2013,b165,27.92648511,corn,1,2.17493332
2013,b166,27.95966168,corn,1,2.1714674
2013,b167,17.74159013,others,1,0.7401406
2013,b168,27.97053341,corn,1,2.17176614
2013,b169,0.0,corn,0,0.38766169
2013,b170,27.96769712,corn,1,2.17168823
2013,b171,0.0,corn,0,0.38365541
2013,b172,0.0,corn,0,0.38365541
2013,b173,27.94779126,corn,1,2.15705411
2013,b174,0.0,others,0,0.54096341
2013,b175,27.95873221,corn,1,2.17033993
2013,b176,27.9636356,corn,1,2.17047523
2013,b177,27.92438154,corn,1,2.17487617
2013,b178,27.92646034,corn,1,2.17493265
2013,b179,27.92731052,corn,1,2.17495574
2013,b180,0.0,others,0,0.54170629
2013,b181,17.74159013,others,1,0.7401406
2013,b182,27.97047682,corn,1,2.17176459
2013,b183,0.0,corn,0,0.38766169
2013,b184,0.0,corn,0,0.38766169
2013,b185,27.92918138,corn,1,2.17062818
2013,b186,27.94369343,corn,1,2.16992457
2013,b187,27.96278926,corn,1,2.17045188
2013,b188,27.9426415,corn,1,2.15690564
2013,b189,0.0,others,0,0.53232462
2013,b190,27.96541255,corn,1,2.17052425
2013,b191,17.89270737,others,1,0.74128691
2013,b192,0.0,others,0,0.54466456
2013,b193,0.0,others,0,0.54466456
2013,b194,0.0,corn,0,0.40364527
2013,b195,0.0,others,0,0.54170629
2013,b196,27.93772842,corn,1,2.17086375
2013,b197,27.9704004,corn,1,2.17176249
2013,b198,0.0,corn,0,0.38766169
2013,b199,27.96264445,corn,1,2.17154939
2013,b200,27.96016609,corn,1,2.17148126
2013,b201,0.0,corn,0,0.38365541
2013,b202,0.0,others,0,0.54096341
2013,b203,27.93066395,corn,1,2.15656007
2013,b204,0.0,others,0,0.53232462
2013,b205,27.93649505,corn,1,2.15672835
2013,b206,27.92715171,corn,1,2.16946702
2013,b207,27.92419751,corn,1,2.16938523
2013,b208,27.96282776,corn,1,2.17045294
2013,b209,0.0,others,0,0.54924426
2013,b210,27.98314375,corn,1,2.1831413
2013,b211,27.95030064,corn,1,2.18227391
2013,b212,0.0,others,0,0.54924426
2013,b213,0.0,others,0,0.54741861
2013,b214,0.0,corn,0,0.41856949
2013,b215,27.95903228,corn,1,2.17984877
2013,b216,27.95904807,corn,1,2.17984919
2013,b217,27.9586102,corn,1,2.17983751
2013,b218,27.95752703,corn,1,2.17980859
2013,b219,0.0,others,0,0.54059146
2013,b220,0.0,others,0,0.53023277
2013,b221,27.94191485,corn,1,2.15369679
2013,b222,27.95030064,corn,1,2.15394093
2013,b223,0.0,others,0,0.54059146
2013,b224,18.09714689,others,1,0.74123149
2013,b225,0.0,corn,0,0.4284865
2013,b226,0.0,others,0,0.54924426
2013,b227,27.92696409,corn,1,2.18165588
2013,b228,27.95725452,corn,1,2.17980132
2013,b229,27.95931494,corn,1,2.17985632
2013,b230,27.96126893,corn,1,2.17990846
2013,b231,0.0,others,0,0.53023277
2013,b232,0.0,others,0,0.54059146
2013,b233,27.95258782,corn,1,2.16961747
2013,b234,27.96256387,corn,1,2.16989335
2013,b235,27.95706907,corn,1,2.17979637
2013,b236,27.96354418,corn,1,2.16992045
2013,b237,27.95624404,corn,1,2.16971861
2013,b238,0.0,others,0,0.54924426
2013,b239,0.0,others,0,0.54924426
2013,b240,27.9853321,corn,1,2.183199
2013,b241,27.93203789,corn,1,2.18179037
2013,b242,27.95998826,corn,1,2.17987429
2013,b243,0.0,corn,0,0.41856949
2013,b244,0.0,corn,0,0.32611441
2013,b245,27.95955309,corn,1,2.17986267
2013,b246,0.0,others,0,0.54741861
2013,b247,0.0,others,0,0.54059146
2013,b248,27.95185711,corn,1,2.16959725
2013,b249,0.0,others,0,0.54924426
2013,b250,0.0,others,0,0.54924426
2013,b251,27.92446288,corn,1,2.18158955
2013,b252,27.97142719,corn,1,2.18283219
2013,b253,0.0,corn,0,0.41856949
2013,b254,27.98281778,corn,1,2.18048287
2013,b255,27.95575859,corn,1,2.17976138
2013,b256,0.0,others,0,0.54741861
2013,b257,27.98691781,corn,1,2.18059203
2013,b258,0.0,others,0,0.54741861
2013,b259,0.0,others,0,0.54059146
2013,b260,27.95348422,corn,1,2.18235811
2013,b261,0.0,others,0,0.54924426
2013,b262,0.0,others,0,0.54924426
2013,b263,27.92528209,corn,1,2.18161128
2013,b264,17.76534777,others,1,0.74136719
2013,b265,27.97931918,corn,1,2.18038969
2013,b266,17.70683266,others,1,0.74115883
2013,b267,27.92616018,corn,1,2.17897001
2013,b268,27.98063475,corn,1,2.18042474
2013,b269,27.98043883,corn,1,2.18041952
2013,b270,18.12692121,others,1,0.74133736
2013,b271,27.95030064,corn,1,2.17340302
2013,b272,0.0,others,0,0.54318809
2013,b273,0.0,others,0,0.54318809
2013,b274,27.95030064,corn,1,2.17258256
2013,b275,0.0,others,0,0.54263304
2013,b276,0.0,others,0,0.54263304
2013,b277,27.96685659,corn,1,2.17303563
2013,b278,27.97256096,corn,1,2.17319158
2013,b279,0.0,others,0,0.53797855
2013,b280,0.0,others,0,0.54318809
2013,b281,27.95030064,corn,1,2.17340302
2013,b282,18.26247331,others,1,0.74228222
2013,b283,0.0,others,0,0.54263304
2013,b284,0.0,corn,0,0.3926637
2013,b285,0.0,others,0,0.54263304
2013,b286,27.97940153,corn,1,2.17337847
2013,b287,27.95972639,corn,1,2.17284059
2013,b288,18.34348236,others,1,0.74245021
2013,b289,0.0,others,0,0.53797855
2013,b290,0.0,others,0,0.53797855
2013,b291,18.29237341,others,1,0.74238095
2013,b292,27.95030064,corn,1,2.17340302
2013,b293,27.95030064,corn,1,2.17340302
2013,b294,18.34348236,others,1,0.74245021
2013,b295,27.95030064,corn,1,2.17258256
2013,b296,0.0,others,0,0.54263304
2013,b297,27.95030064,corn,1,2.17258256
2013,b298,27.95030064,corn,1,2.17258256
2013,b299,0.0,corn,0,0.39566179
2013,b300,0.0,others,0,0.54318809
2013,b301,0.0,corn,0,0.39566179
2013,b302,0.0,others,0,0.54263304
2013,b303,27.95030064,corn,1,2.17258256
2013,b304,27.95030064,corn,1,2.17258256
2013,b305,27.94945185,corn,1,2.16563063
2013,b306,0.0,others,0,0.54263304
2013,b307,18.33202216,others,1,0.74241265
2013,b308,27.95030064,corn,1,2.17258256
