Season,crop Type,Harvest Date (YYYY/MM/DD),Harvest Date (Step),Calib Yield (t/ha),Calib Irrigation (mm),USDA Harvest Date,Year,County,Bias Corrected Yield (t/ha),Bias Corrected Irrigation (mm),bid,year
0.0,MaizeGDD,2012-09-08,250.0,2.4359285375154847,427.9298821,2012/09/30,2012.0,Cheyenne,10.34906668445009,347.90500519376997,b269,2012
0.0,MaizeGDD,2012-09-08,250.0,2.4333144888602485,425.4992041,2012/09/30,2012.0,Cheyenne,10.348418661788457,347.16680828516996,b271,2012
0.0,MaizeGDD,2012-09-08,250.0,2.4482918153130986,429.4069545,2012/09/30,2012.0,Cheyenne,10.352131541016117,348.35359208165,b274,2012
0.0,MaizeGDD,2012-09-08,250.0,2.4482907839022925,429.4053908,2012/09/30,2012.0,Cheyenne,10.352131285329378,348.35311718596,b277,2012
0.0,MaizeGDD,2012-09-08,250.0,2.448278084113396,429.3818621,2012/09/30,2012.0,Cheyenne,10.35212813705171,348.34597151977,b278,2012
0.0,MaizeGDD,2012-09-08,250.0,2.4333189712607366,425.5101797,2012/09/30,2012.0,Cheyenne,10.348419772975536,347.17014157489,b281,2012
0.0,MaizeGDD,2012-09-08,250.0,2.448272684325705,429.35735,2012/09/30,2012.0,Cheyenne,10.352126798444342,348.338527195,b286,2012
0.0,MaizeGDD,2012-09-08,250.0,2.4484634000418293,429.9484615,2012/09/30,2012.0,Cheyenne,10.35217407687037,348.51804775755,b287,2012
0.0,MaizeGDD,2012-09-08,250.0,2.4333118162075,425.4894084,2012/09/30,2012.0,Cheyenne,10.34841799923784,347.16383333108,b292,2012
0.0,MaizeGDD,2012-09-08,250.0,2.4333059769402294,425.476759,2012/09/30,2012.0,Cheyenne,10.348416551683483,347.15999170829997,b293,2012
0.0,MaizeGDD,2012-09-08,250.0,2.4484644311177464,429.956525,2012/09/30,2012.0,Cheyenne,10.352174332474089,348.5204966425,b297,2012
0.0,MaizeGDD,2012-09-08,250.0,2.4484644311177464,429.9549776,2012/09/30,2012.0,Cheyenne,10.352174332474089,348.52002669712,b298,2012
0.0,MaizeGDD,2012-09-08,250.0,2.4484705796927195,429.9644565,2012/09/30,2012.0,Cheyenne,10.352175856705825,348.52290543904996,b303,2012
0.0,MaizeGDD,2012-09-08,250.0,2.4484678755744773,429.9627728,2012/09/30,2012.0,Cheyenne,10.352175186354913,348.52239409936,b304,2012
0.0,MaizeGDD,2012-09-08,250.0,2.464852086772901,435.7223404,2012/09/30,2012.0,Cheyenne,10.356236832311003,350.27157477948,b305,2012
0.0,MaizeGDD,2012-09-08,250.0,2.436528359231177,428.1985886,2012/09/30,2012.0,Cheyenne,10.34921538025341,347.98661135782,b308,2012
0.0,MaizeGDD,2012-09-08,250.0,2.4368869587525346,428.3241419,2012/09/30,2012.0,Cheyenne,10.349304277074754,348.02474189503,b315,2012
0.0,MaizeGDD,2012-09-08,250.0,2.436690858231516,428.2737248,2012/09/30,2012.0,Cheyenne,10.349255663755594,348.00943022176,b317,2012
0.0,MaizeGDD,2012-09-08,250.0,2.4366933664739454,428.272031,2012/09/30,2012.0,Cheyenne,10.349256285548892,348.0089158147,b318,2012
0.0,MaizeGDD,2012-09-08,250.0,2.4369279884411874,428.3363127,2012/09/30,2012.0,Cheyenne,10.349314448334571,348.02843816699,b321,2012
0.0,MaizeGDD,2012-09-08,250.0,2.436908591305521,428.3276685,2012/09/30,2012.0,Cheyenne,10.34930963978464,348.02581292345,b322,2012
0.0,MaizeGDD,2012-09-08,250.0,2.4518265107969834,433.1646596000001,2012/09/30,2012.0,Cheyenne,10.353007792026572,349.49480712052,b325,2012
0.0,MaizeGDD,2012-09-08,250.0,2.451690730782142,433.1221063,2012/09/30,2012.0,Cheyenne,10.352974132160893,349.48188368331,b326,2012
0.0,MaizeGDD,2012-09-08,250.0,2.4369475804828946,428.3390778,2012/09/30,2012.0,Cheyenne,10.34931930520171,348.02927792786,b328,2012
0.0,MaizeGDD,2012-09-08,250.0,2.4519401139385044,433.1991781,2012/09/30,2012.0,Cheyenne,10.353035954245357,349.50529038896997,b331,2012
0.0,MaizeGDD,2012-09-08,250.0,2.451946555379586,433.1986235,2012/09/30,2012.0,Cheyenne,10.3530375510786,349.50512195695,b332,2012
0.0,MaizeGDD,2013-09-23,264.0,11.959901887580724,279.5593254,2013/09/20,2013.0,Cheyenne,12.710059677931262,302.84486712397995,b4,2013
0.0,MaizeGDD,2013-09-23,264.0,11.959880196890646,279.5106813,2013/09/20,2013.0,Cheyenne,12.710054300809192,302.83009391081,b7,2013
0.0,MaizeGDD,2013-09-23,264.0,11.959921028058156,279.5839105,2013/09/20,2013.0,Cheyenne,12.710064422855618,302.85233361885,b9,2013
0.0,MaizeGDD,2013-09-23,264.0,11.939212207448048,279.3208643,2013/09/20,2013.0,Cheyenne,12.70493070622637,302.77244648791,b19,2013
0.0,MaizeGDD,2013-09-23,264.0,11.940869204416678,279.4801276,2013/09/20,2013.0,Cheyenne,12.705341475774896,302.82081475212,b21,2013
0.0,MaizeGDD,2013-09-23,264.0,11.959880196890646,279.5030064,2013/09/20,2013.0,Cheyenne,12.710054300809192,302.82776304367997,b27,2013
0.0,MaizeGDD,2013-09-23,264.0,11.959880196890646,279.5030064,2013/09/20,2013.0,Cheyenne,12.710054300809192,302.82776304367997,b28,2013
0.0,MaizeGDD,2013-09-23,264.0,11.939855861814923,279.3840224,2013/09/20,2013.0,Cheyenne,12.70509026814392,302.79162760288,b30,2013
0.0,MaizeGDD,2013-09-23,264.0,11.93993840959656,279.3888266,2013/09/20,2013.0,Cheyenne,12.705110731738989,302.79308663842,b31,2013
0.0,MaizeGDD,2013-09-23,264.0,11.940548135476446,279.4476651,2013/09/20,2013.0,Cheyenne,12.705261882784612,302.81095589087,b32,2013
0.0,MaizeGDD,2013-09-23,264.0,11.938489807654726,279.2543961,2013/09/20,2013.0,Cheyenne,12.704751623317607,302.75226009557,b36,2013
0.0,MaizeGDD,2013-09-23,264.0,11.959985479746736,279.8363244,2013/09/20,2013.0,Cheyenne,12.710080400429216,302.92899172028,b39,2013
0.0,MaizeGDD,2013-09-23,264.0,11.938608451483908,279.26401500000003,2013/09/20,2013.0,Cheyenne,12.704781035122862,302.7551813555,b49,2013
0.0,MaizeGDD,2013-09-23,264.0,11.9599208087132,279.6201309,2013/09/20,2013.0,Cheyenne,12.710064368480003,302.86333375433003,b53,2013
0.0,MaizeGDD,2013-09-23,264.0,11.959880196890646,279.5030064,2013/09/20,2013.0,Cheyenne,12.710054300809192,302.82776304367997,b56,2013
0.0,MaizeGDD,2013-09-23,264.0,11.959901887580724,279.546595,2013/09/20,2013.0,Cheyenne,12.710059677931262,302.8410009015,b58,2013
0.0,MaizeGDD,2013-09-23,264.0,11.959901887580724,279.5492062,2013/09/20,2013.0,Cheyenne,12.710059677931262,302.84179392294,b61,2013
0.0,MaizeGDD,2013-09-23,264.0,11.96000314469985,279.8593968,2013/09/20,2013.0,Cheyenne,12.710084779571094,302.93599880816,b62,2013
0.0,MaizeGDD,2013-09-23,264.0,11.959974293611232,279.7862856,2013/09/20,2013.0,Cheyenne,12.710077627386225,302.91379493672,b64,2013
0.0,MaizeGDD,2013-09-23,264.0,11.959931592661396,279.693244,2013/09/20,2013.0,Cheyenne,12.71006704182076,302.8855382028,b69,2013
